comment_text,article_url,article_title,comment_sentiment,comment_confidence,comment_dominant_emotion,article_title_sentiment,article_title_confidence,article_title_dominant_emotion,article_sentiment,article_confidence,article_dominant_emotion
"Загледах и не знам защо се сетих за Ива Митева. Дано на подсъзнателно ниво, тази асоциация не е била адекватна. Така ли ми се стори или наистина Демерджиев седеше до субект ""10"" и водеха непринуден, казуален разговор. Друго, което прави впечатление, е че на първи ред-център седят много генерали...",https://www.mediapool.bg/mihaela-dotsova-ot-progresivna-bulgaria-stana-predsedatel-na-ns-s-podkrepata-na-gerb-i-dps-news382914.html,"Михаела Доцова от ""Прогресивна България"" стана председател на НС с подкрепата на ГЕРБ и ДПС",Негативен,0.62,тревога,Неутрален,0.95,спокойствие,Неутрален,0.95,спокойствие
"Наистина, какво стана с Гълъб Донев? Говореше се, че той ще бъде председател на НС. А сега за какъв го спрятат?",https://www.mediapool.bg/mihaela-dotsova-ot-progresivna-bulgaria-stana-predsedatel-na-ns-s-podkrepata-na-gerb-i-dps-news382914.html,"Михаела Доцова от ""Прогресивна България"" стана председател на НС с подкрепата на ГЕРБ и ДПС",Неутрален,0.72,недоумение,Неутрален,0.95,спокойствие,Неутрален,0.95,спокойствие
Ха-ха!Много бързо отеца ти от Славяновската деревня се прегърна с братя си Бойко и Делян..,https://www.mediapool.bg/mihaela-dotsova-ot-progresivna-bulgaria-stana-predsedatel-na-ns-s-podkrepata-na-gerb-i-dps-news382914.html,"Михаела Доцова от ""Прогресивна България"" стана председател на НС с подкрепата на ГЕРБ и ДПС",Негативен,0.74,сарказъм,Неутрален,0.95,спокойствие,Неутрален,0.95,спокойствие
"Зеления чорап нанесе непреодолими щети на президентската институция в България с това, че се отказа от основната ѝ роля и я използва за това да гради политическа кариера, която е в ущърб на националните интереси. Доста дълго разиграваха театри с Борисов и Певски, какви големи врагове са, но дойде часа на истината. Радев има мнозинство в парламента и Ганьо може само да ""духа супата"".",https://www.mediapool.bg/mihaela-dotsova-ot-progresivna-bulgaria-stana-predsedatel-na-ns-s-podkrepata-na-gerb-i-dps-news382914.html,"Михаела Доцова от ""Прогресивна България"" стана председател на НС с подкрепата на ГЕРБ и ДПС",Негативен,0.96,гняв,Неутрален,0.95,спокойствие,Неутрален,0.95,спокойствие
"Е че Ивайло Мирчев какъв е?! Христо Бойкикев?! Ами гуруто Прокопиев?! Ами апологетите Дайнов , Инджев Дремджиев, Илиян Василев?! Все отрочета на комунистическата партия или доносници на ДС.",https://www.mediapool.bg/mihaela-dotsova-ot-progresivna-bulgaria-stana-predsedatel-na-ns-s-podkrepata-na-gerb-i-dps-news382914.html,"Михаела Доцова от ""Прогресивна България"" стана председател на НС с подкрепата на ГЕРБ и ДПС",Негативен,0.95,гняв,Неутрален,0.95,спокойствие,Неутрален,0.95,спокойствие
"Българското общество е унищожено, в това общество няма авторитети. Новият председател на НС е млад и високо образован човек, ако също е и способен да изпълнява съвестно функциите на шеф на НС, значи си е на мястото.",https://www.mediapool.bg/mihaela-dotsova-ot-progresivna-bulgaria-stana-predsedatel-na-ns-s-podkrepata-na-gerb-i-dps-news382914.html,"Михаела Доцова от ""Прогресивна България"" стана председател на НС с подкрепата на ГЕРБ и ДПС",Негативен,0.78,разочарование,Неутрален,0.95,спокойствие,Неутрален,0.95,спокойствие
Трогателни примитиви.,https://www.mediapool.bg/seriozna-politicheska-greshka-pp-i-db-se-raztsepiha-v-dve-grupi-v-noviya-parlament-obnovena-news382894.html,"""Сериозна политическа грешка"". ПП и ДБ се разцепиха в две групи в новия парламент (обновена)",Негативен,0.72,презрение,Негативен,0.9,разочарование,Негативен,0.85,разочарование
"Най уродливата и престъпна коалиция в новата история на България се стана от едноглав змей на двуглав. Тяхното единение е само на основата руската омраза. Там най-активен беше MaнаF Пейков, който между другото пееше страхотни руски песни, но него вече го няма и сега ПП и ДБ не могат да се разберат кой ще бъде родител 1 и кой ще бъде родител 2...",https://www.mediapool.bg/seriozna-politicheska-greshka-pp-i-db-se-raztsepiha-v-dve-grupi-v-noviya-parlament-obnovena-news382894.html,"""Сериозна политическа грешка"". ПП и ДБ се разцепиха в две групи в новия парламент (обновена)",Негативен,0.97,гняв,Негативен,0.9,разочарование,Негативен,0.85,разочарование
За твое съжаление /защото не го разбираш/ ти си нещастник.,https://www.mediapool.bg/seriozna-politicheska-greshka-pp-i-db-se-raztsepiha-v-dve-grupi-v-noviya-parlament-obnovena-news382894.html,"""Сериозна политическа грешка"". ПП и ДБ се разцепиха в две групи в новия парламент (обновена)",Негативен,0.98,гняв,Негативен,0.9,разочарование,Негативен,0.85,разочарование
"Точно така - пълно изиграване на избирателите на ПП-ДБ - защо Асен василев не взе това решение преди да гласуваме. Или това е същата тактика - траене, нищо да не се знае - за да излъжем хората и сега да се присъединят към Радев. Много лошо, много подло - дано сега истински десните да се обединят. И още един въпрос към василев - затова ли напуснаха К.Петков, Лена Бориславова - защото не искат да се лепнат към ПБ?",https://www.mediapool.bg/seriozna-politicheska-greshka-pp-i-db-se-raztsepiha-v-dve-grupi-v-noviya-parlament-obnovena-news382894.html,"""Сериозна политическа грешка"". ПП и ДБ се разцепиха в две групи в новия парламент (обновена)",Негативен,0.96,гняв,Негативен,0.9,разочарование,Негативен,0.85,разочарование
"Ние видехме, кък бей0сипе0пето са сгромолеса пред наште смаяньи ОКИ... Не сакам да съм кофти прорѝок, ама и ДЯСНОТО по Нашенско /не от вчера!/ е наблъскано ОТ агентурни лимонки?! Виждаме днеска, кък едните /нормални есатлантски граждани/ сочат къмто ген. ""ЖАБА"" као предатель, а другите ненавижьдат Асенько /""меката китка""/... Мисла, и ВИ казвам: Щом са разделиха, НИЕ - не сме! Нека да ги видиме парларементарно, де та са вика. СЕТНЕ - ний ше се провикнеме отново. ПЛОЩАДИТЕ, па и булевардните им притоци, …Прочети целия коментар па и градските и селските мегдани, все йоще не са ни забранени за ПРОТЕСТНИ вълнувания, доколкото имам представа от НПК-то... Ако Рундьо Решетката не ни ги спре за уПУТтреба, нале. Хо-хо. Айде, леката!",https://www.mediapool.bg/seriozna-politicheska-greshka-pp-i-db-se-raztsepiha-v-dve-grupi-v-noviya-parlament-obnovena-news382894.html,"""Сериозна политическа грешка"". ПП и ДБ се разцепиха в две групи в новия парламент (обновена)",Негативен,0.86,гняв,Негативен,0.9,разочарование,Негативен,0.85,разочарование
Хасенчо ше ги докара до извън парламента на следващите избори. С неговите ... пепедебейски номера.,https://www.mediapool.bg/seriozna-politicheska-greshka-pp-i-db-se-raztsepiha-v-dve-grupi-v-noviya-parlament-obnovena-news382894.html,"""Сериозна политическа грешка"". ПП и ДБ се разцепиха в две групи в новия парламент (обновена)",Негативен,0.86,презрение,Негативен,0.9,разочарование,Негативен,0.85,разочарование
"Защо, сега имаме избор : умни или красиви.",https://www.mediapool.bg/seriozna-politicheska-greshka-pp-i-db-se-raztsepiha-v-dve-grupi-v-noviya-parlament-obnovena-news382894.html,"""Сериозна политическа грешка"". ПП и ДБ се разцепиха в две групи в новия парламент (обновена)",Неутрален,0.62,ирония,Негативен,0.9,разочарование,Негативен,0.85,разочарование
да си го кажем така: при това мнозинство на льотчика . . . малко ще е значението на това дали опозицията формално е в една или в 2 групи. (руско-cвuнckuте мyтpu от гЭрб-дпсЭ-въZр. не ги броя към опозицията - те са си там за още престъпления с/у България - тва не е опозиция. . .),https://www.mediapool.bg/seriozna-politicheska-greshka-pp-i-db-se-raztsepiha-v-dve-grupi-v-noviya-parlament-obnovena-news382894.html,"""Сериозна политическа грешка"". ПП и ДБ се разцепиха в две групи в новия парламент (обновена)",Негативен,0.92,гняв,Негативен,0.9,разочарование,Негативен,0.85,разочарование
"Започвам да имам съмнения, че това разделение се дължи на отношението към бъдещото управление на другаря Гадев.",https://www.mediapool.bg/seriozna-politicheska-greshka-pp-i-db-se-raztsepiha-v-dve-grupi-v-noviya-parlament-obnovena-news382894.html,"""Сериозна политическа грешка"". ПП и ДБ се разцепиха в две групи в новия парламент (обновена)",Негативен,0.72,съмнение,Негативен,0.9,разочарование,Негативен,0.85,разочарование
"Фалстарт , за който вината се носи изцяло от ПП. Хората ,които дадоха гласа си за ПП -ДБ гласуваха за единна формация в парламента, а не за две отделни. Това е чиста подигравка с избирателите и ще има последици.",https://www.mediapool.bg/seriozna-politicheska-greshka-pp-i-db-se-raztsepiha-v-dve-grupi-v-noviya-parlament-obnovena-news382894.html,"""Сериозна политическа грешка"". ПП и ДБ се разцепиха в две групи в новия парламент (обновена)",Негативен,0.95,гняв,Негативен,0.9,разочарование,Негативен,0.85,разочарование
"Благодаря на пепейците и дебейците ,че ми четете коментарите . Четете ги и вие ще поумнеете.",https://www.mediapool.bg/posledni-chasove-predi-finalnoto-reshenie-shte-se-raztsepi-li-pp-db-news382852.html,Последни часове преди финалното решение: Ще се разцепи ли ПП-ДБ,Негативен,0.68,сарказъм,Неутрален,0.9,несигурност,Неутрален,0.9,напрежение
"Какъвто народът, такива и коментарите му",https://www.mediapool.bg/posledni-chasove-predi-finalnoto-reshenie-shte-se-raztsepi-li-pp-db-news382852.html,Последни часове преди финалното решение: Ще се разцепи ли ПП-ДБ,Негативен,0.82,разочарование,Неутрален,0.9,несигурност,Неутрален,0.9,напрежение
Воя на свинските трошляци и рева на кремълските под-логи е музика за ушите ми.,https://www.mediapool.bg/posledni-chasove-predi-finalnoto-reshenie-shte-se-raztsepi-li-pp-db-news382852.html,Последни часове преди финалното решение: Ще се разцепи ли ПП-ДБ,Позитивен,0.78,злорадство,Неутрален,0.9,несигурност,Неутрален,0.9,напрежение
"Ама те, преференциите, затова съществуват. Да може избирателят да "" коригира"" според волята си партийната листа. Хубаво е, че се използват преференциите.:)",https://www.mediapool.bg/posledni-chasove-predi-finalnoto-reshenie-shte-se-raztsepi-li-pp-db-news382852.html,Последни часове преди финалното решение: Ще се разцепи ли ПП-ДБ,Позитивен,0.92,одобрение,Неутрален,0.9,несигурност,Неутрален,0.9,напрежение
"Това ще е най-голямата глупост, ако го направят. Имаше идея за предварителен (вътрешен) вот за определяне на листите - нищо! На някои не им стана ясно, че ""парашутистите"" на челните места в листите са нежелани от избирателите и затова се гласува преференциално! Избирателят иска някой, който да представлява неговите проблеми, неговото населено място, който познава и при това е желателно лично, а не само от телевизора!",https://www.mediapool.bg/posledni-chasove-predi-finalnoto-reshenie-shte-se-raztsepi-li-pp-db-news382852.html,Последни часове преди финалното решение: Ще се разцепи ли ПП-ДБ,Негативен,0.96,гняв,Неутрален,0.9,несигурност,Неутрален,0.9,напрежение
"Защо да нямат аргументи, Боряна? Имат. Ние с Вас сме най-силният аргумент. :) Не желаем да ги виждаме разпокъсани. Не желаем да са излъгали вота ни на парламентарните избори, когато сме гласували за единна формация. (Аз например съм гласувала за листа в София с водач Николай Денков, а съм от ДСБ.) Фактически с вота си ние сме легитимирали коалиционната формула. Ако това не разбират политиците от ПП и в частност Асен Василев, чиито интелектуални и волеви качества заслужават уважение, значи не стават за политици. :)",https://www.mediapool.bg/posledni-chasove-predi-finalnoto-reshenie-shte-se-raztsepi-li-pp-db-news382852.html,Последни часове преди финалното решение: Ще се разцепи ли ПП-ДБ,Негативен,0.72,разочарование,Неутрален,0.9,несигурност,Неутрален,0.9,напрежение
"Закривай тази шарлатанска секта! ,)",https://www.mediapool.bg/posledni-chasove-predi-finalnoto-reshenie-shte-se-raztsepi-li-pp-db-news382852.html,Последни часове преди финалното решение: Ще се разцепи ли ПП-ДБ,Негативен,0.95,гняв,Неутрален,0.9,несигурност,Неутрален,0.9,напрежение
"Не е честно да е се решава на парламентарна група. Да България има повече представители. Правилният подход е лидерска среща. Но се опасявам че Мирчев и Божанов нямат достатъчно аргументи, а както знаем Василев всяка негова дума е пирон в стената. Все пак най- добре да останат еднни в НС, по начинт по който сме гласували за тях, иначе не виждам добри последици.",https://www.mediapool.bg/posledni-chasove-predi-finalnoto-reshenie-shte-se-raztsepi-li-pp-db-news382852.html,Последни часове преди финалното решение: Ще се разцепи ли ПП-ДБ,Негативен,0.82,тревога,Неутрален,0.9,несигурност,Неутрален,0.9,напрежение
Хайде сега да коментираш и другите факти: 1. КОЙ заедно с орбан и фицо шантажираше ЕК за да може пУтЬю да получи дерогация през която да заобикаля нефтеното ембарго?; 2. КОЙ продължи да транZZитира гаZ дори след като гаZпром наруши всички договори?; 3. КОЙ всеки път е гласуваше срещу предоставянето на военна помощ на Украйна?; 4. КОЙ тормозеше и прогонваше украинските бежанци?; 5. КОЙ се хвърли да защитава имуществото на лукойл срещу законните действия на българското правителство по спасяванене на Нефтохим?,https://www.mediapool.bg/posledni-chasove-predi-finalnoto-reshenie-shte-se-raztsepi-li-pp-db-news382852.html,Последни часове преди финалното решение: Ще се разцепи ли ПП-ДБ,Негативен,0.95,гняв,Неутрален,0.9,несигурност,Неутрален,0.9,напрежение
"Колкото и да манипулираш ДеБилно фактите истината е следната - изгонването на пУтинистанските агенти и събарянето на МОЧА се случи въпреки съпротивата на пУ/атков и са негова заслуга точно колкото изгряването на слънцето. Първото: стана след безпрецедентен натиск от американците да бъде разтурен центърът за координация на диверсии на територията на Балканите и дори цяла Европа; Второто: Събарянето на МОЧА беше предложено от кого? - Борисов и Пеевски, докато пУ/атков и лигльото рапър обикаляха медиите …Прочети целия коментар и твърдяха, че ""...не трябва да се събаря, трябва да се съхрани за иZториата!"". Трето: нима твърдиш, че Борисов и Габриел цели 9 месеца почтенно подкрепяха чуждо за тях правителство на мардата денков и когато дойде време за ротация провалиха собственото си...? Доста ДеБилно...",https://www.mediapool.bg/posledni-chasove-predi-finalnoto-reshenie-shte-se-raztsepi-li-pp-db-news382852.html,Последни часове преди финалното решение: Ще се разцепи ли ПП-ДБ,Негативен,0.96,гняв,Неутрален,0.9,несигурност,Неутрален,0.9,напрежение
"дсб си дават сметка, че са само шета устати/гласовити хпра. Скоро и евродепутат не могат запрати.",https://www.mediapool.bg/dsb-se-obyavi-protiv-razdelyaneto-na-pp-i-db-news382823.html,ДСБ се обяви против разделянето на ПП и ДБ,Негативен,0.86,презрение,Неутрален,0.9,спокойствие,Негативен,0.85,разочарование
Така става след разкопките в Търново !!!,https://www.mediapool.bg/dsb-se-obyavi-protiv-razdelyaneto-na-pp-i-db-news382823.html,ДСБ се обяви против разделянето на ПП и ДБ,Негативен,0.68,възмущение,Неутрален,0.9,спокойствие,Негативен,0.85,разочарование
"""Новите Братушки"" нещо не могат да маршируват в такт !!! Сигурна на някой отворите са им по-охлабени !!! Имам един въпрос: - Дали телесно е увреждане ако разхлабен си отзад ? Зная че тук ще има доста хора които ще ми отговорят от опит!",https://www.mediapool.bg/dsb-se-obyavi-protiv-razdelyaneto-na-pp-i-db-news382823.html,ДСБ се обяви против разделянето на ПП и ДБ,Негативен,0.94,презрение,Неутрален,0.9,спокойствие,Негативен,0.85,разочарование
"Интересно как хора със знаме на чужда държава на профила си станаха най-големите капацитети по българска вътрешна политика. Вие си карайте със Зеленски, докато ви дойде акълът, пък ние тук сами ще преценим кой да си изберем за президент. Малко повече смирение не би ви навредило, вместо да размахвате пръст на нация, която ви помага.",https://www.mediapool.bg/dsb-se-obyavi-protiv-razdelyaneto-na-pp-i-db-news382823.html,ДСБ се обяви против разделянето на ПП и ДБ,Негативен,0.92,раздразнение,Неутрален,0.9,спокойствие,Негативен,0.85,разочарование
"Нело, Нело с това килийно образование, къде се буташ ? Марш в дупката от която си изпълзяла!",https://www.mediapool.bg/dsb-se-obyavi-protiv-razdelyaneto-na-pp-i-db-news382823.html,ДСБ се обяви против разделянето на ПП и ДБ,Негативен,0.98,гняв,Неутрален,0.9,спокойствие,Негативен,0.85,разочарование
"ех, andrei, утре-вдругиден ще осъмнем:) Обаче Нейнски, хм...",https://www.mediapool.bg/dsb-se-obyavi-protiv-razdelyaneto-na-pp-i-db-news382823.html,ДСБ се обяви против разделянето на ПП и ДБ,Неутрален,0.62,скептицизъм,Неутрален,0.9,спокойствие,Негативен,0.85,разочарование
"на мене дедо ми е савецки генерал, бе ль*ль*о. Тва не ми пречи да имам нормален мозък. Почни сега лекция за Костов и оня институт по кво беше. Съберете се там и обмислете нови опорки на по няколко водки и още нещо",https://www.mediapool.bg/dsb-se-obyavi-protiv-razdelyaneto-na-pp-i-db-news382823.html,ДСБ се обяви против разделянето на ПП и ДБ,Негативен,0.87,гняв,Неутрален,0.9,спокойствие,Негативен,0.85,разочарование
"Тия работи ( "" наратива"", дето вика другарката neli от #24) - в ""Рашистки гласове"" на Явор Дачков. Как за толкова много години сте си все същите комуноченгета и как за толкова много години не си сменихте миризливата кухня!",https://www.mediapool.bg/dsb-se-obyavi-protiv-razdelyaneto-na-pp-i-db-news382823.html,ДСБ се обяви против разделянето на ПП и ДБ,Негативен,0.96,гняв,Неутрален,0.9,спокойствие,Негативен,0.85,разочарование
"72% ОЛП при Ф.Д. Нарязахте 1-4 реактор. Продадохте Нефтохим на руснаците! Когато ви предупреждаваха да не го правите! От ПосолствоТО! АнглийскоТО! Отидоха на крака при надеТО! Костов, външната министърка и тоя като НСС ОДОБРИХА продажбата! Останалото продадохте на комунистите! Не премахнахте корумпираните от листите. /Петя Владимирова/ Издигнахте внука на ВКР генерал за кмет. Седяхте в скута на Пеевски, където опраскахте конституцията с Борисов. Заедно д Борисов и Пеевски ходите на килимчето в укро посолството за медали! За вашите медали България плаща МИЛИАРДИ! В заеми, които НИКОГА няма да се върнат!",https://www.mediapool.bg/dsb-se-obyavi-protiv-razdelyaneto-na-pp-i-db-news382823.html,ДСБ се обяви против разделянето на ПП и ДБ,Негативен,0.98,гняв,Неутрален,0.9,спокойствие,Негативен,0.85,разочарование
Социално маргинализиран индивид с тежки сексуални проблеми.,https://www.mediapool.bg/yotova-podpisa-ukaza-za-svikvaneto-na-parlamenta-news382818.html,Йотова подписа указа за свикването на парламента,Негативен,0.92,презрение,Неутрален,0.95,спокойствие,Неутрален,0.95,спокойствие
"Прав си, колкото беше права майка ти на матрака под моста.",https://www.mediapool.bg/yotova-podpisa-ukaza-za-svikvaneto-na-parlamenta-news382818.html,Йотова подписа указа за свикването на парламента,Негативен,0.98,презрение,Неутрален,0.95,спокойствие,Неутрален,0.95,спокойствие
"Толкова много простотия може да има само във бивш фен на Костадинка,които сега е нахлузил зелени чорапи.",https://www.mediapool.bg/yotova-podpisa-ukaza-za-svikvaneto-na-parlamenta-news382818.html,Йотова подписа указа за свикването на парламента,Негативен,0.95,презрение,Неутрален,0.95,спокойствие,Неутрален,0.95,спокойствие
"Лустро оставям покрай на маека ти устата, мутренски слуга нещастен",https://www.mediapool.bg/yotova-podpisa-ukaza-za-svikvaneto-na-parlamenta-news382818.html,Йотова подписа указа за свикването на парламента,Негативен,0.98,гняв,Неутрален,0.95,спокойствие,Неутрален,0.95,спокойствие
"Падна ти лустрото, направо блесна!",https://www.mediapool.bg/yotova-podpisa-ukaza-za-svikvaneto-na-parlamenta-news382818.html,Йотова подписа указа за свикването на парламента,Негативен,0.88,сарказъм,Неутрален,0.95,спокойствие,Неутрален,0.95,спокойствие
"С две резби съм, ако случайно се окажеш п.тка (пишеш като такава).",https://www.mediapool.bg/yotova-podpisa-ukaza-za-svikvaneto-na-parlamenta-news382818.html,Йотова подписа указа за свикването на парламента,Негативен,0.95,гняв,Неутрален,0.95,спокойствие,Неутрален,0.95,спокойствие
Ти червен с лява резба? Отврат.,https://www.mediapool.bg/yotova-podpisa-ukaza-za-svikvaneto-na-parlamenta-news382818.html,Йотова подписа указа за свикването на парламента,Негативен,0.97,отвращение,Неутрален,0.95,спокойствие,Неутрален,0.95,спокойствие
"Готово е да го оближеш, гербав паляк ;)",https://www.mediapool.bg/yotova-podpisa-ukaza-za-svikvaneto-na-parlamenta-news382818.html,Йотова подписа указа за свикването на парламента,Негативен,0.92,презрение,Неутрален,0.95,спокойствие,Неутрален,0.95,спокойствие
Цъфна ти червеното д-у-п-е най накрая.,https://www.mediapool.bg/yotova-podpisa-ukaza-za-svikvaneto-na-parlamenta-news382818.html,Йотова подписа указа за свикването на парламента,Негативен,0.88,презрение,Неутрален,0.95,спокойствие,Неутрален,0.95,спокойствие
"Боташ е проект за НАМАЛЯВАНЕ НА РУСКИЯ ЕНЕРГИЕН МОНОПОЛ върху България и се чудя защо ""десните"" и ""про-европейски"" ГЕРБ толкова лаят срещу мерки срещу Русия. А, сетих се. Потапяй се обратно в кенефа и първо виж какво е Боташ, преди да с.реш.",https://www.mediapool.bg/yotova-podpisa-ukaza-za-svikvaneto-na-parlamenta-news382818.html,Йотова подписа указа за свикването на парламента,Негативен,0.95,гняв,Неутрален,0.95,спокойствие,Неутрален,0.95,спокойствие
"Определено износи снимката си отпреди 30 години, която още ползва под ""статиите"" (вижте актуалната ѝ харошая муцуна).",https://www.mediapool.bg/gerb-analizira-izbornite-rezultati-v-plovdiv-pri-zakriti-vrata-news382812.html,ГЕРБ анализира изборните резултати в Пловдив при закрити врата,Негативен,0.92,презрение,Неутрален,0.95,спокойствие,Негативен,0.85,разочарование
андролката дали износи рибарските батуши?,https://www.mediapool.bg/gerb-analizira-izbornite-rezultati-v-plovdiv-pri-zakriti-vrata-news382812.html,ГЕРБ анализира изборните резултати в Пловдив при закрити врата,Неутрален,0.72,любопитство,Неутрален,0.95,спокойствие,Негативен,0.85,разочарование
На снимката Бай Тошо,https://www.mediapool.bg/gerb-analizira-izbornite-rezultati-v-plovdiv-pri-zakriti-vrata-news382812.html,ГЕРБ анализира изборните резултати в Пловдив при закрити врата,Неутрален,0.95,спокойствие,Неутрален,0.95,спокойствие,Негативен,0.85,разочарование
