comment,sentiment,confidence,dominant_emotion,article_url
"До дървения шоп. И точно ТИ пък как го разбра това бе, оххлюв невзрачен? Или и ти си от тези, които дишат единствено благодарение на омразата си към Борисов? А, и не си сменяй ника, много ти отива.",Негативен,0.98,гняв,https://www.dnes.bg/a/6-krimi/717533-za-kupuvane-na-glasove-obshtinski-savetnik-i-chlen-na-sik-sa-arestuvani
"До 13. Кое е да е можело ве, глyпак наивен? Нито нещо съществено ще постигнат, нито това е нещо ново. И преди е имало такива акции, просто преди не се шумеше, а тези сега за всяко измислено задържане тръбят по всички медии.",Негативен,0.95,гняв,https://www.dnes.bg/a/6-krimi/717533-za-kupuvane-na-glasove-obshtinski-savetnik-i-chlen-na-sik-sa-arestuvani
"А откъде са сигурни, че тези 11 000 евро за купуване на гласове, а не са за заеми? И че тримата кошаревски свидетели не клепат с фалшиви изявления?",Негативен,0.9,възмущение,https://www.dnes.bg/a/6-krimi/717533-za-kupuvane-na-glasove-obshtinski-savetnik-i-chlen-na-sik-sa-arestuvani
Можело значи се оказва,Позитивен,0.8,изненада,https://www.dnes.bg/a/6-krimi/717533-za-kupuvane-na-glasove-obshtinski-savetnik-i-chlen-na-sik-sa-arestuvani
Дпс е.... А вие не гласувайте че да не вземе да се промени нещо,Негативен,0.9,разочарование,https://www.dnes.bg/a/6-krimi/717533-za-kupuvane-na-glasove-obshtinski-savetnik-i-chlen-na-sik-sa-arestuvani
"Купуват продават, ама ти да видиш! 6.5 мил. имали право да гласуват!!! Ей там ви цакат най отзад!!!",Негативен,0.95,гняв,https://www.dnes.bg/a/6-krimi/717533-za-kupuvane-na-glasove-obshtinski-savetnik-i-chlen-na-sik-sa-arestuvani
"Браво, добре ги подбраха дилърите на шonapa!!!",Позитивен,0.85,удовлетворение,https://www.dnes.bg/a/6-krimi/717533-za-kupuvane-na-glasove-obshtinski-savetnik-i-chlen-na-sik-sa-arestuvani
А тези предизборни ремонти на пътища ще ги проверите ли финансират ли някой?,Негативен,0.85,подозрение,https://www.dnes.bg/a/6-krimi/717533-za-kupuvane-na-glasove-obshtinski-savetnik-i-chlen-na-sik-sa-arestuvani
"Поне при купуването и продаването инфлацията не е толкова голяма. Как не са почнали и по сметка да ги превеждат, че да не ги хващат от полицията?",Негативен,0.85,разочарование,https://www.dnes.bg/a/6-krimi/717533-za-kupuvane-na-glasove-obshtinski-savetnik-i-chlen-na-sik-sa-arestuvani
"добре де, що не казват че толкоз кинти дават само ППДБДЕБИЛИТЕ от Петpoxaн. Щот умник гюро, емо узото и голямото ухо са ппдебедебили?",Негативен,0.95,гняв,https://www.dnes.bg/a/6-krimi/717533-za-kupuvane-na-glasove-obshtinski-savetnik-i-chlen-na-sik-sa-arestuvani
"Гн Министър Дечев,гн *** Секретар на МВР,защо гн Деректор на ОД МВР гр Смолян гн Пачеджиев не размести полицаите от гр Доспат,те са послушковците на общ кмет гн Елин Радев.Те помагат за копуване на гласове и прикриване на всички далавери.Това трябваше даго направите в началото.Сега е разгара на всички далавери.",Негативен,0.95,възмущение,https://www.dnes.bg/a/6-krimi/717533-za-kupuvane-na-glasove-obshtinski-savetnik-i-chlen-na-sik-sa-arestuvani
Сега разбрахте ли защо Тиквата и Сви н та не искат да се гласува с машини!,Негативен,0.95,гняв,https://www.dnes.bg/a/6-krimi/717491-mashtabna-aktsiya-sreshtu-kupeniya-vot-v-montansko-izzeha-dokumenti-na-pochinali
"До 7. Кметът на Монтана, Златко Живков, НЕ Е от ГЕРБ!",Неутрален,0.85,раздразнение,https://www.dnes.bg/a/6-krimi/717491-mashtabna-aktsiya-sreshtu-kupeniya-vot-v-montansko-izzeha-dokumenti-na-pochinali
До 21. Точно ТИ пък откъде го знаеш това? А и нали новият министър с поглед на пациент от психиатрична клиника смени всички директори на ОДМВР?,Негативен,0.95,гняв,https://www.dnes.bg/a/6-krimi/717491-mashtabna-aktsiya-sreshtu-kupeniya-vot-v-montansko-izzeha-dokumenti-na-pochinali
"До 20. Не, нищо няма да направи радеф. А и няма за какво.",Негативен,0.85,скептицизъм,https://www.dnes.bg/a/6-krimi/717491-mashtabna-aktsiya-sreshtu-kupeniya-vot-v-montansko-izzeha-dokumenti-na-pochinali
МВР е замесено.Те трябва да издирят личните карти на починалите в определен от закона срок.Цялата полиция в монтанско е обвързана с ГЕРБ.,Негативен,0.95,гняв,https://www.dnes.bg/a/6-krimi/717491-mashtabna-aktsiya-sreshtu-kupeniya-vot-v-montansko-izzeha-dokumenti-na-pochinali
"Тиквата и *** правеха това 20 години, ама нямаше кой да ги спре. Бяха завладяли цялата Държава. Дано Радев сложи край на това.",Негативен,0.9,гняв,https://www.dnes.bg/a/6-krimi/717491-mashtabna-aktsiya-sreshtu-kupeniya-vot-v-montansko-izzeha-dokumenti-na-pochinali
"До: 1у северозападнал татарстан осемдесе процента от колите над 10 000 лева се водат на умрели инвалиди, тихо ся",Негативен,0.95,раздразнение,https://www.dnes.bg/a/6-krimi/717491-mashtabna-aktsiya-sreshtu-kupeniya-vot-v-montansko-izzeha-dokumenti-na-pochinali
"А защо продължават да се водят имоти, коли, сметки за парно, ток и вода на името на ПОЧИНАЛИ хора???",Негативен,0.95,възмущение,https://www.dnes.bg/a/6-krimi/717491-mashtabna-aktsiya-sreshtu-kupeniya-vot-v-montansko-izzeha-dokumenti-na-pochinali
"вчера филолог, днеска спортното в монтана, люлинския шебек е всестранно развита личност. междувременно за един следобед полицейското управление в сарасота е хванало квотата на българските милиционери за изтеклата седмица.",Негативен,0.95,презрение,https://www.dnes.bg/a/6-krimi/717491-mashtabna-aktsiya-sreshtu-kupeniya-vot-v-montansko-izzeha-dokumenti-na-pochinali
"До: анонименчичангелес, ти си педесе годишен люлински морук, нема как човека с мустаците да ти е предавал в спортното. тънко отадминистрирай З да не е е абаротнае че направа падладявамь",Негативен,0.95,гняв,https://www.dnes.bg/a/6-krimi/717491-mashtabna-aktsiya-sreshtu-kupeniya-vot-v-montansko-izzeha-dokumenti-na-pochinali
"До: анонимен....13 ...Ти колко поэнаваш кмета на Монтана? Щото аэ го поэнавам горе долу. Беше ми учител по история 4 г. и 2 г. директор, в спортното. И не съм на твоето мнение",Неутрален,0.85,несъгласие,https://www.dnes.bg/a/6-krimi/717491-mashtabna-aktsiya-sreshtu-kupeniya-vot-v-montansko-izzeha-dokumenti-na-pochinali
"ППДБ яко ги е подсирило, че пеевски ше им вземе северозапада и думкат сензации и с двете цеви. последния път заради тех станахме клиенти на росатом, да видиме след следващата окъкана показна акция дали нема да станеме клиенти и на тюрк телеком",Негативен,0.95,гняв,https://www.dnes.bg/a/6-krimi/717491-mashtabna-aktsiya-sreshtu-kupeniya-vot-v-montansko-izzeha-dokumenti-na-pochinali
"До: анонимен7 кметовете на враца и монтана са от ДСи са от кой им кажат, че са.",Негативен,0.85,недоволство,https://www.dnes.bg/a/6-krimi/717491-mashtabna-aktsiya-sreshtu-kupeniya-vot-v-montansko-izzeha-dokumenti-na-pochinali
"До: анонимен10 прибират рецетата от махалите , съветват ги и го отчитат като борба с купените гласове. там къде са намирали пищаци и ганджа намират пищаци и ганджа. нашия пише 60% рейтинг и успешни мисии, като се едно играе на света на танкувити, и пъчи, щото иначе хората ше почнат да питат кво стана със знаковите разследвания и къде е пепи еврото.",Негативен,0.95,възмущение,https://www.dnes.bg/a/6-krimi/717491-mashtabna-aktsiya-sreshtu-kupeniya-vot-v-montansko-izzeha-dokumenti-na-pochinali
"Този МВР шеф вече просто кърти *** с показните си изпълнения. След фризьорките, магазинерките и лихварите сега е редът на починалите. Как да разбере милиционерската му кратуна, че картата на починал автоматично става невалидна след смъртта му и няма как да се използва за каквото и да било. Въпрос на елементарна проверка е.",Негативен,0.95,гняв,https://www.dnes.bg/a/6-krimi/717491-mashtabna-aktsiya-sreshtu-kupeniya-vot-v-montansko-izzeha-dokumenti-na-pochinali
Значи много добре са ги знаели преди това...,Негативен,0.85,подозрение,https://www.dnes.bg/a/6-krimi/717491-mashtabna-aktsiya-sreshtu-kupeniya-vot-v-montansko-izzeha-dokumenti-na-pochinali
кметовете на враца и монтана са от герб,Неутрален,0.95,спокойствие,https://www.dnes.bg/a/6-krimi/717491-mashtabna-aktsiya-sreshtu-kupeniya-vot-v-montansko-izzeha-dokumenti-na-pochinali
Поръчителя е важно да се хване не само посредника. Те тия са като бушони и ги сменят.,Негативен,0.85,разочарование,https://www.dnes.bg/a/6-krimi/717491-mashtabna-aktsiya-sreshtu-kupeniya-vot-v-montansko-izzeha-dokumenti-na-pochinali
До 1 Какво против читалищата имаш?,Неутрален,0.8,недоумение,https://www.dnes.bg/a/6-krimi/717491-mashtabna-aktsiya-sreshtu-kupeniya-vot-v-montansko-izzeha-dokumenti-na-pochinali
И тримата ли са шведи?,Неутрален,0.95,любопитство,https://www.dnes.bg/a/6-krimi/717491-mashtabna-aktsiya-sreshtu-kupeniya-vot-v-montansko-izzeha-dokumenti-na-pochinali
"абе много акции станаха , дано не объркат да арестуват некой от наще",Негативен,0.85,безпокойство,https://www.dnes.bg/a/6-krimi/717491-mashtabna-aktsiya-sreshtu-kupeniya-vot-v-montansko-izzeha-dokumenti-na-pochinali
": , , ; . кой разбрал разбрал",Неутрален,0.85,равнодушие,https://www.dnes.bg/a/6-krimi/717491-mashtabna-aktsiya-sreshtu-kupeniya-vot-v-montansko-izzeha-dokumenti-na-pochinali
"къде, от кой, колко, какво ... тиеа читалищната журналистика. ""един човек каза че евентуално ако може защото би трябвало може би окончателно ...",Негативен,0.85,раздразнение,https://www.dnes.bg/a/6-krimi/717491-mashtabna-aktsiya-sreshtu-kupeniya-vot-v-montansko-izzeha-dokumenti-na-pochinali
;)))) elektronno pravitelstvo...,Негативен,0.9,разочарование,https://www.dnes.bg/a/1-bulgaria/717461-srokat-za-otstranyavaneto-na-greshki-v-izbiratelnite-spisatsi-izticha-na-11-april
"К'ви грешки баце? Вчера по новините казаха, че 6.5 мил. имали право да гласуват!!! Смятай к'во се случва? Докато не се въведе активна регистрация ниц оправия!",Негативен,0.95,възмущение,https://www.dnes.bg/a/1-bulgaria/717461-srokat-za-otstranyavaneto-na-greshki-v-izbiratelnite-spisatsi-izticha-na-11-april
"а може ли още да се гласува с лична карта, снимана на телефона?",Неутрален,0.95,любопитство,https://www.dnes.bg/a/1-bulgaria/717461-srokat-za-otstranyavaneto-na-greshki-v-izbiratelnite-spisatsi-izticha-na-11-april
отстранете най голямата грешка - прогресиста румен,Негативен,0.95,гняв,https://www.dnes.bg/a/1-bulgaria/717461-srokat-za-otstranyavaneto-na-greshki-v-izbiratelnite-spisatsi-izticha-na-11-april
"Този ЦИК не може да бъде гарант за честни избори, там са кукли на конци, а кой дърпа конците на всички е ясно.",Негативен,0.95,гняв,https://www.dnes.bg/a/1-bulgaria/717461-srokat-za-otstranyavaneto-na-greshki-v-izbiratelnite-spisatsi-izticha-na-11-april
Радев е еманация на презрението и подигравката на олигархията ни към нас останалите.,Негативен,0.95,гняв,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana
"tasi izvratena razvratna bg sadebna systema likvidirame totalno, vsichkiat personal uvolnenie i publichna zabrana za zaemane na vsiakakav vid deinost v darjavna bg administracia. snimkite i imenata im v black lista! ili ste ima masovi strelbi!",Негативен,1.0,гняв,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana
Баце продължи тяхното крадливо дело...,Негативен,0.95,гняв,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana
Боташ.,Неутрален,0.95,спокойствие,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana
parvata dama na upravitela iztarvala konia v riakata...,Негативен,0.8,ирония,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana
"Толкова обичам бедните, че като дойда ще създам още повече такива!",Негативен,0.9,сарказъм,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana
rradevi sa obiknoveni christianski teroristi.,Негативен,0.95,гняв,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana
"Точно Радев ли ще направи държавата богата? Тази мантра, че ""държавата не е бедна, но много се краде"" сме го чували и от царя, и от Тодор Живков - все нарочени за месии. И нито един от двамата не успя да спре обезлюдяването и кражбите . Защото бяха част от крадците.",Негативен,0.95,разочарование,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana
Na 19.4 za rradev tekme i out v oboriste pri ahmed dogan ;)))) pochiten prestapnik na rbg... a moje i pri aleksei po barzata pista...,Негативен,0.95,гняв,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana
"България е не лошо управлявана,а абсолютно неграмотно управлявана защото:на избори ходят изплюскалите тройка кюфтета аборигени,""спечелили"" по стотачка скръндзи и,купените с държавни службици калинки-като изборен резултат е избран селяндурски дембелин,с някакво ""образование"",*** по възпитание,абсолютно ограничен и тесногръд индивид!Е какво очаквате като резултат?",Негативен,0.98,гняв,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana
"Внимание! Прогресивни измамници на хоризинта! Този, като че не е бил от управляващите, а е гледал отстрани. И сега какво: Олигарсите ми са по-добри от олигарсите ти :) България не била бедна страна, а лошо управлявана, и този чак сега ли го разбра? Сигурно не е чак толкова умен :) Какво стана с Български възход, да не го преименуваха на Българско падение? Дали ще участва на изборите генерал Янев :)",Негативен,0.95,ирония,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana
To тaka cu e! Harлegeн npuмep зa лoшo ynpaвлeнue e goroвopa c Бoтaш!,Негативен,0.95,разочарование,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana
Румбата Бойчето Дидо Дебелия. Все наши ребята.,Позитивен,0.85,приятелство,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana
"Хора, Не се вълнувайте толкова, ще има още от същото. Явно, като народ, не можем да излъчим и изберем можеши и мислещи за хората политици. Комунистическата номенклатура и агентура си ни управляваи ще продължат. Ако не е Радев, ще е Бойко, ако не е Бойко ще е Делян, ако не е Делян ще е друг подобен. Царе, Станищевци, Костовци и т.н. Просто не се смени номенклатурата. Прибраха парите и си държат властта и стават все по-брутални за обикновените хора и унищожават България, бавно и устойчиво.",Негативен,0.95,разочарование,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana
"Да Радев, и ти носиш персонална вина за кражбите през последните 9 години! Предсрочни избори на килограм и служебни правителства! Назначи шарлатаните от ПП-ДБ, Киро простото - незаконно, погази Конституцията! Твое служебно правителство подписа Боташ и всеки ден плащаме на Турция по 1 милион евро! Ти Радев, виждаш ли ВИНАТА си, или ти е удобно само да критикуваш останалите?!",Негативен,0.98,гняв,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana
"Народа като чуе Президент иси мисли ,че има правата на Тръмп, Макрон или Ердоган, само, че това са президентски републики, а ние сме парламентарна, в българия президента е само един чиновник, който преставлява България в разни незначими мероприятия и няма никаква сьила...",Негативен,0.85,разочарование,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana
"Девет години като беше президент къде спа и не спря корупцията, с ядеше и пиеше на една маса с олигарсите. Съсипаха и плодородната земя на юг и всички мълчат. Страоят се блокчета по 4 етажа и се застрояват зелени площи, което е кощунство. Блокове под 9 етажа за големите градове не бива да се разрешават.",Негативен,0.95,гняв,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana
Все едни и същи слагате начело на държавата. Няма кяк да се оправите.,Негативен,0.95,разочарование,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana
"Радев е ""олигархията"" в България! Божков , Гергов , Бобокови , Копринков , Доган .Цветан Василев,...всичките стоят зад него !",Негативен,0.95,гняв,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana
кифлю,Негативен,0.65,насмешка,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana
"Интересен факт - колкото повече платените писачи на олигархията оплюват Радев, толкова повече хора решават да гласуват за него. Никой не иска да е в един кюп с такива писачи или да остави господарите им да ни управляват",Негативен,0.85,възмущение,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana
поне най накрая ще погребем бсп едиственото свясно нещо от целия тоя фарс,Негативен,0.9,презрение,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana
"Цитат: Румен Радев каза, че Прогресивна България си поставя за цел изхвърляне на олигархията от политическата власт, разграждане на модела Борисов-Пеевски и спиране на достъпа му до публичен ресурс. +++ Това не е достатъчно. ГЕРБ, СДС и ДПС-НН откраднаха стотици милиарди. Трябва да се върне на България поне част от тези милиарди",Негативен,0.95,гняв,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana
най обикновенолайно си рундю,Негативен,0.95,гняв,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana
300 00 пълни *** ще го направят първи нищо няма да постигне естествено там гълаби мълаби служебни му ги знаем дори няма да му стигнат за правителство и 6 месежа после цирк до новите избори където ще замине в канафката,Негативен,0.95,гняв,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana
"До Архивите са живиСамо за това, че е заявил такова нещо публично, трябва да бъде изхвърлен от политиката и съдебната власт да се заеме с него! Тази ""Панорама"" не съм я гледал! Това е толкова скандално изявление!",Негативен,0.95,гняв,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana
"Не можех да си спомня името на каратистката... Сега го намерих в нета - не Нора, а Ивет Горанова. И тя иска да става депутатка. Така де, не се живее само с реклама на болкоуспокояващия препарат Алгасан акут долор...",Негативен,0.85,разочарование,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana
"Олигархията се изхвърля от политическата власт като се поставят в листите на прогресивна България синовете на олигарсите! Гергов, Бобокови, Ковачки, Вълканов, Василев ну да олигарси а ПРОГРЕСИВНИ ИНДУСТРИАЛЦИ!!!! М у н ч о нагло се гаври с избирателите си!",Негативен,0.95,възмущение,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana
"Ако хората смятат, че спортисти ще оправят положението - много са елементарни. Вижте само как са му подредени листите - спортист, военен, спортист, военен. Както едно време - роднина, милиционер. Енчо Кирязов, Владо Николов, Нора Милева... Парламент ли ще избираме, или председател на БСФС?",Негативен,0.95,възмущение,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana
"Добре ли я управляваха бедна България, твоите служебни правителства? Колко на брой Радев?!",Негативен,0.95,гняв,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana
"Да Радев, и ти сош персонална вина за последните 9 години! Предсрочни избори на килограм и служебни правителства! Назначи шарлатаните от ПП-ДБ, Киро простото - незаконно, погази Конституцията! Твое служебно правителство подписа Боташ и всеки ден плащаме на Турция по 1 милион евро! Ти Радев, виждаш ли ВИНАТА си, или ти е удобно само да критикуваш останалите?!",Негативен,0.95,гняв,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana
"До: анонимен92. Само в главата ти има линчуване, самоуправство и т.н... Но няма да седна да ти обяснявам как се случват нещата в цивилизовано и грамотно общество, след като си вещ... Има - да, население, които не живее в даден район, местност, община, област дори и не знае за това, какво се случва и трябва да се направи в друга община. Ти ако си от Сусурлево например, знаеш ли в Горно *** какви са им проблемите? Илитерат",Негативен,0.95,раздразнение,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana
"Прогресивните индустриалци, които са зад това същество не разбраха ли, че то и за ХАСКОВСКИ ПЪДАРИН не става? Поне да бяха наели някой по умен да му пише изказванията.",Негативен,0.95,гняв,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana
"До: случаен минувач""ЗА ДОГОВОРА С БОТАШ "" Румен Радев - Как и на какво основание смятате, че договора е неизгоден?Б. В. -ЗАГУБИ ОТ МИЛИОН на ден, успешни ли са?Румен Радев - А вие на това казвате ЗАГУБИ?Радев пред ""Панорама"" 30.01.2026",Негативен,0.85,възмущение,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana
"Сякаш не е бил девет години президент с право да назначава ръководителите тя службите е с право на вето на решенията на парламента. Назначените от него служебни кабинети са управлявали близо две години и сътвориха сделки като тази с Боташ, при която близо 550 000 евро отиват всеки ден в Турция, без да ползваме и една капка газ. Негов кабинет обяви без да има право та това Грипен да победител в конкурса за бойна авиация, с което нейното обновяване бе спряно с две години и половина!",Негативен,0.95,разочарование,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana
"И аз се учудих в началото ,защото пустеещи земи около Монтана няма! Гледах клипчета от строежа на магистралата Видин -макреш -бела-ружинци , еми всичко наоколо е засято и се обработва.",Позитивен,0.85,изненада,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana
А за Боташ - турците си ги прибират паричките ежедневно и ни се подсмихват... Казват - като има балъци за стрижене...,Негативен,0.95,възмущение,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana
До: случаен минувачE да това е проблемът - лупавите хора и онези от изток го знаят.А за пустеещи плодородни земи в северозапада-просто отдавна няма такива.Отдана са изкупени от ДПС турски граждани и се обработват.,Негативен,0.9,гняв,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana
"Радев пропиля два президентски мандата в обслужването на чужди за България интереси. Руски интереси! А имаше възможност да се превърне в лидер на българската нация. Да я води напред и нагоре. Вместо това от 2016 г. сее в българското общество разделение и хаос, всява страхове от несъществуващи заплахи! Договорът му с Боташ налива всеки ден по 550 000 евро на турците. А с искането си за референдум за еврото за пореден път саботира интеграцията на страната в ЕС. Вреден и опасен за България!",Негативен,0.95,гняв,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana
"Още докато беше президент, показа, че може да нарушава Конституцията. Юмрукът му я наруши. Какво ще му попречи да продължава да си нарушава законите? Само погледнете с какви хора се е обградил. И как ги е подредил - спортист, военен, спортист, овенен. Както се правеше едно време - роднина, милицинер.",Негативен,0.95,възмущение,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana
